labels,text
disgust,"Last week a former school (secondary) mate of mine, who is now in a differentt school came to my room here at UNZA in my absence. He was drunk and he vomited in my room. I was unhappy. "
shame,Falling over. 
disgust,A drunk walked out in front of a car at night. Both lower legs were broken. His shoe was thrown about yards after the accident. 
joy,I passed successfully the preliminary exam for a participation in the children Assembly. 
shame,Cannot remember such a situation. 
sadness,"When a close relative of mine passed away, it was the first time that someone so close to me had died. "
disgust,Lecturers being unfair to me in reports. 
fear,My year old grandfather underwent three successive operations during a single year. The third operation was risky and I was scared that he would die and feared that my grandmother would be very sad. 
fear,Thinking that I had been seen smoking at school by a teacher - waiting to be summoned to the headmaster's office. 
anger,When somebody stole my brother's disco machine. 
fear,When I nearly caused a traffic accident with my car. 
disgust,"The carterer refused to give me sugar to add to my tea saying that there was no sugar whilst it was there, so I left the cafe disgusted without taking the tea. "
joy,I went home and visited with my family and friends. 
fear,"I was camping in an old broken hut which had no lights. I had brought along a lamp which was not working very well. The door made strange sounds and I was sure that strange things were happening. The most terrifying bit was that there were many wardrobes in the hut and everytime that I looked in the glass of the wardrobe I felt that there were ""objects"" behind me. The whole night was spent in fear and restlessness. "
fear,Staying alone in a dark place. 
guilt,"I've always defended my sister when needed, at the expense of my brother. This has led to feelings of guilt towards him. "
fear,On a holiday in France I made a walk in the woods all alone and very relaxed. Then a motorbike took me over and I saw the man watching all the time. Suddenly the man stood behing me and I ran away fast. 
fear,"I had a driver licence but I didn't drive for a long time, than I started to drive again, and had to get into hard transit and highways. "
fear,When I was sitting in a car next to a man who was masturbating. 
shame,I felt ashamed one day when my teacher shouted at me in the presence of my boyfriend. 
joy,Some time ago a close relative of mine got off cheap with the worst. 
anger,This was when I found out that a cousin of mine had taken away my trousers without my consent. 
joy,I am happpy when I get good results in the field of academics or athletics. 
shame,Immediately after the New Year holidays I happened to visit a party where there was a lot of alcohol and I became drunk. On the next day I felt sort of ashamed when I remembered what I had said and done on the night before. 
sadness,"When I was younger I was very good in apparatus gymnastics. I always won in competitions, but once I was only at the fourth place. "
fear,Was threatened with a knife . . . in the military by soldiers form another unit. The reason was girls. 
sadness,After my father's death. 
shame,I am ashamed at myself sometimes when I am working with handicapped people and don't wish to be seen in public with them. 
sadness,"My child, unexpectedly started acting in a restless and disturbing way at school. In addition his performance at school weakened. "
shame,Not having good marks like other people for homeworks. 
guilt,I felt guilty when I had refused to lend money to my friend who needed it immediately. 
shame,When I realized that I was pregnant. I thought about what my relatives and friends would think about me and I felt a lot of self pity. 
guilt,I was the reason behind the break-up of my friend's relationship with his girlfriend. She finished with him. 
sadness,"A class-mate died after being two months in coma, after a car accident. "
shame,"When I wanted to kiss a friend and didn't succeed, I felt shame. "
joy,I felt joy when I came to know Christ. That is when I became a Christian. 
joy,Before Christmas I got to know a girl but our relationshop could not consolidate before the holiday. Therefore it was a big surprise to get a carefully hand-made present from her. - Our relationship grew closer. 
shame,"I arrived late at a seminar concerning my major subject at university, although I had been appointed to formally oppose the paper which was being presented. "
fear,We were riding in a friend's car. He was driving very fast and suddenly a another car crossed the road in front of us. My friend had to turn the car rapidly. 
anger,A friend called me and told me that she wanted to come and see me. She lived in a village at km distance fom my home town. Next morning I expected her but she didn't arrive. As I got impatient I called her but her parents told me that she had gone skiing. I was very angry because I had cancelled an appointment to be able to see her. 
joy,Passing a very difficult examination which I didn't expect - MCE. 
shame,Every time I was around this one person I would stick my foot in my mouth by being nasty. One time I accidently said something fairly cruel that was totally inappropriate. 
disgust,A friend told me that a boy wanted to get to know me. At that time I felt disgusted and thought that it was a nonsense thing. 
sadness,When my grandmother died. I had a very deep relation to her (I lived with her for several years). 
anger,[ No description. ] 
disgust,"At my father, when he yelled and accused my sister's friend (over the phone) of doing something he didn't do, or know anything about. "
sadness,"The fact that my mother is getting married again (my mother and father divorced about years ago) means that she will probably move to Turku, and our home, which is a one family house, will be sold (I myself have not been living at home for the past six years). "
joy,I felt joy when I heard my name being called on the radio as one of the students who had passed the interview of Nursing and was selected to start Nursing. 
anger,When I learned that my brother had spoilt an LP of mine. 
fear,When my cat ran under a car and came home wounded. He could hardly walk. I didn't dare to go to a veterinarian because I was afraid he would kill him. 
sadness,My father told me in the letter that my mother is ill. 
joy,"After my marriage I received the B. Sc results by post, I was very happy to learn that I had got very good marks - first class. "
joy,A party with friends on New Year's Eve. 
fear,As a child - stepping on a rusty nail - being told that I might get tetanus. 
anger,"When I could not reason my friend, it angered me. "
disgust,When I vomitted a lump of blood. 
anger,When I found out that the guy I was dating at a particular time had a steady relationship going on with someone else for a long time. 
anger,I was very angry one day when my husband ignored me and slept on a separate bed. He had no reasons to doubt me or to neglect me and I had never imagined that he could do such a thing. 
joy,Being chosen to do your experiment with aphasia. 
shame,When my co-resident opened the bathroom door while I was bathing inside. 
disgust,"When after a storm in the country, I left my shelter and saw a big, fat, slimy green toad by my side. "
disgust,Once at a camp a classmate criticized me in front of others. Now I find that this classmate is very disgusting. 
guilt,"[ No answer as I see very little difference between shame and guilt. Therefore see answer for ""shame"". ] "
fear,Once I spent a night with a friend at the secondary school. We told each other horror stories and suddenly we heard uncanny noises. I was terribly frightened. 
disgust,Saw Chinese people flattering foreigners. 
fear,"In the recent lightning storm, bolts of lightning were hitting close by (/ mile). I was in bed at the time and was afraid I might be struck. "
fear,Watching a horror movie with friends. 
sadness,About two years ago my girlfriend suggested that we separate. This really gave me a shock as I had never thought that she would say such things. The reason she gave me was that we were not suited for each other. 
sadness,Disappointed love. The girl made an end to our relationship while I thought she was in love with me. 
disgust,When I boarded Yanu Yanu bus I sat near a man who was smoking tobacco. 
sadness,When I think that I will probably never have a genuine contact with my parents. 
joy,When I heard that I had made it to the second year at UNZA. 
shame,After making a joke about a friend's marriage that was too personal. 
fear,One day I was busy day dreaming along the road and suddenly I heard the sound of jamming car braked behind me. I woke up from my dreams and it was about to crash me. 
shame,"When I lied to my girlfriend, telling her that I had passed an exam, when I actually did not even take it. "
anger,"A certain person started to say dreadful things very calmly, I felt hurt and disgusted. "
sadness,Caused a family disturbance. 
sadness,When my friend did not pass the high school graduation examinations. 
disgust,"When I was refused a transfer from my school to another, simply because it was far away from my house. "
joy,My son passed grade and was accepted for form I. 
fear,My friend started to misunderstand and hurt me. 
disgust,"I felt it when I saw a colleague of mine eating like a beast. At the same time he was making gestures, speaking and making the hell of a noise. "
guilt,"When I betrayed my lover, she told me something in confidence, I felt at the time I had to relay the information back to the person concerned, as I felt the situation volitile, did this without telling my lover, she felt like piggy in the middle, as she was not directly concerned. Maybe you could call it gossip I felt different after I had slept on it. If I had waited, thought, NOW I would not have done it. "
anger,"Last semester when I dated a girl whom I've known for almost a year. However one night she said she wanted us to be ""just friends"". I confided this to a friend Jim I was really suffering. A month or two later he broke up with his old girlfriend and they started going out regularly. I have no girlfriend nor have I had a romantic relationship of any significance. I feel some anger but we are friends again. "
disgust,I went to the shopping centre to buy something and saw packets of Kapenta with maggots in them. Oh ! 
sadness,"My grandfather died. He lived almost as a recluse not caring for himself as well as he should - Dad and we all helped as much as we could, but it didn't save him from himself. It was an unexpected death. His second de facto wife was lucky she wasn't jailed. "
shame,"Adultery with the girlfriend of a friend of mine, of which he learned. "
anger,Angry when our team (small boys) lost the county championship football final. 
fear,When I was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic. 
anger,"I lent a text-book to a person I did not know very well, they lost the text-book and gave me no compensation. "
sadness,"When I feel I must be with somebody, to talk with somebody - but I am alone. "
anger,"One day my room-mate started imitating me, doing what I had done a few hours back. I got very angry and started beating him up. "
sadness,When I failed the grade seven examination. 
joy,"I had a summer job in Sweden, and my boyfriend came to meet me on my birthday. "
joy,Finding out that I can go to your English lectures. 
guilt,"Some time ago I took the driving test. I did answer the theoretical questions very well, but I failed the practical driving test. It was my fault because I had not enough practice. "
joy,When I began to date a boy with whom I am till now. This was months ago. 
guilt,Remembering (at the time I did not feel guilt) in recent yrs. how angry I would get when I was babysitting my new brother and he would not stop crying. I did not do anything harmful or shocking. But I feel guilty for treating him the way I did especially since I adore him now. That's why I spoil him now. 
fear,"I was asked to join my friend in a boat at Mangochi Lake Malawi and when making a turn, it seemed as if the boat would sink on the side. "
sadness,"A relationship in which I had put my trust, broke up. I was sad when I realized how easy it is to forget something that one had once regarded as great and significant. "
shame,Did not finish homework. 
shame,I got pass marks in the H. S. S compulsory courses while most people performed well. 
disgust,Hearing of a filthy situation over the phone. 
guilt,Forgetting a close friend's birthday. 
guilt,I get irritated with my son when he screams or is sick all over his clean clothes. 
anger,"When bicycling along, a courier van started to tail me very close - I sped up and moved over and he just did the same. I reacted violently, much physical responding in the dangerous situation. "
guilt,"My mom told me not to gamble, but I did anyway. Sometimes I would even take some money from my parents and brother. She found out and yelled at me. "
anger,I once caught a letter in my girlfriend's handbag from a certain man. I felt anger. 
fear,When I was just to be divorced. 
guilt,I once stole a shirt from the Department Store in which I work. I have been promoted to work in a very privileged section of the store. Their belief in my integrity makes me feel even guiltier. 
sadness,When I came to know that my grandmother had died. She was very close to me. 
fear,When I was hitch-hiking and I went with a man who drived like a madman. 
shame,China cannot let you give more lectures because you are needed in the specialist clinics. We are so backward in medicine. 
shame,I was ashamed to tell my mother that I fell down with a bicycle. 
anger,Anger towards my lover for being late. 
fear,Almost had a bicycle accident. 
disgust,When a person I did not know hurt a friend of mine. 
shame,"I feel this emotion very often when I try to express my feelings in public, because other people do not understand my reactions and think that I am silly. "
joy,Falling in love. 
joy,"When I knew that there were, at last, no problems in making a journey that I had been wanting to make for a long time. "
shame,Shame of not doing something well. 
shame,At a weakness on my part. 
shame,The same for guilt would apply. 
shame,"I went for a walk with a very close friend we were talking about our problems, I told her lies. "
fear,"The day before the university results came out I was both excited and scared. If I failed I did not know what I would do as I did not want to work, my family was ambivalent. "
sadness,I was very sad at hearing that my grandfather had passed away. 
guilt,When I had promised to do some washing for my mother and I did not do it. She did it herself despite her being ill. I felt very guilty. 
guilt,I felt guilty last year during the winter term exams. A colleague of mine asked me to give him my lecture notes (I had very good notes and I had passed my exam in advance) but I still don't know why I didn't give them to him. That colleague failed and he was on the verge of not passing it at the supplementary examinations. 
anger,My friend often played a joke on me and sometimes I thought that he was a nonsensical person. Once when we went to a friend's house he walked in first and shut the door firmly behind him. I felt that he did not respect me and moreover I was his friend so he should not have behaved like that. I was very angry (as it is I was in a bad mood then). 
sadness,I am a Christian but I cannot find any meaning in life . It seems that I am deceiving myself but I cannot find the way out. 
joy,I went to visit friends and it was very companionable. 
anger,Before the certificate examination I was very poor in Biology (the worst result in my class). Ever since F. it had been getting poorer and poorer. I had tried my best and had spent most of my time studying this subject. Finally my results were so bad that I thought that it was just not fair. 
joy,I received an unexpected B+ on an engineering midterm. I did not study nearly as much as I should have and it was a difficult test. 
fear,"The day that there was a black-out in the city, and I was in an exposition, I felt fear that something more serious was happening, like a revolution for example. "
sadness,"Talking to a pensioned and bitter ""street order"" policeman. "
anger,"After seeing an ""uncertain"" child work on a model for several hours, I watched a ""bully"" of the same age destroy it, telling the child that it was worthless. "
guilt,"[ If one has planned to do something ""important"" and then, for some reason, fails to do it. ] "
fear,My year old daughter disappeared in a moment of inattention I was responsible for her. 
fear,Looking for the toilet in a dark place. 
fear,When I get into the tube or the train without paying for the ticket. 
guilt,I spent all weekend with a friend instead of studying for my exams. 
disgust,I usually come back home early but this day I came home back late to find some visitors at my place. 
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. "
shame,When I was in the toilet and someone came in. 
sadness,Finding out that life span in China is shorter than in the West. 
shame,I had been telling lies and people discovered instantly that I was telling lies. I felt very shameful and I felt like disappearing from people. 
shame,"A daughter in court for staff pilfering, she was dressed like a ""street walker"" - I had a friend form overseas with me and was falsely trying to impress with my family. "
sadness,When my boyfriend said he did not want to see me anymore (which turned out to be untrue). 
fear,When I was called for an Interview at Kamuzu College of Nursing. 
disgust,"When I, for the first time, failed a junior exam, i. e form . "
disgust,I cannot remember exactly such a situation. But I know that once I went to a very dirty lavatory and that disgusted me. 
fear,"When I was working in Delhi, I had gone alone to see the hostel where I would be residing. "
anger,I shared a secret with a friend and it later turned out that he had revealed it to another person with whom I didn't get along very well. 
joy,"When I opened my TE Score envelope, and saw I got into Physiotherapy. "
shame,Some times I was ashamed of presenting seminaries or even to speak in class. 
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. "
joy,When you told everyone in the last lecture you will do all lectures again in English and everybody can come (not only English classes) 
sadness,This happened when one of my uncles died just whan I was planning to go and visit him during the next holidays. 
guilt,When I let a person assume a fault that I committed. 
joy,I felt vvery happy when I was accepted at UNZA for my studies. I had not expected this as I had been ill during the exams. 
sadness,"The thought that I'll never sit at the school desk again, caused a deep grief at the end of my eleventh form. "
anger,I planned to travel a distance of kilometres on my bike. I planned this when I was working in the hospital. When I went to the house I found that a friend had taken my bike without my consent. 
disgust,When once again I drank too much and felt very rotten the morning after. 
guilt,When I accepted a lunch invitation from a past male friend. 
anger,"After an exhausting day I came home and wanted to take a bath to relax. My father wanted to take a bath first and when he had finished after an hour, there was no hot water left for me. "
disgust,I read about a murderer who brutalized his victims by cutting open their stomaches and taking out their bowels. 
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki. I was not at all interested in any other place and had no time to study for other entrance exams. 
joy,There was joy in me when I heard that I was to take a course as a Medical Assistant. 
disgust,When I was told that I had no right to control my lover. 
disgust,When I heard about a murder of a -year-old girl. 
fear,I was living with my brother and one day he went away on business and I was left alone to look after the house and the property. At night thieves came and wanted to break into the house. 
fear,Staying in a relative's house which was broken in before. 
sadness,When the thing that made my friends and relatives sad happened to them. 
sadness,At an irrevocable loss (with respect to human relations). 
shame,Lying to my grandparents about visiting my boyfriend in Chico. 
anger,Quarrel in the family. 
disgust,"A man tried to have sexual intercourse with me, though I had communicated my unwillingness. Later on, I felt disgust at that person as well as myself because I had partly submitted. "
guilt,"A very, very close friend of mine used to come to my room to see me and I naver bothered to pay him a visit. One day he asked me the reason behind this and I gave him a shirt. "
shame,Not chosen for all English classes. 
guilt,I broke the gutar of a colleague but as it happened in a moment when nobody was present I could escape from the guilt. 
fear,"I had a very horrible dream one night, I dreamt that I had fallen off a very crowded train. "
shame,I was very much ashamed after a friend beat me at school and I was defeated. 
disgust,"When my friend got very low marks in field work even though he had worked throughout the year, I had this feeling. "
sadness,Death of General Ye Jianying. 
sadness,"When the grandmother of my friend died in a hospital. My friend was crying and I was sad, too. "
shame,When I went to a halloween party and had to walk through a shopping center dressed like a witch. 
guilt,My schoolmates were teasing a pupil who was not able to defend himself very well I should have taken his part. 
fear,Walking out from the biology building. 
joy,When I qualified for form I. I was one of the three pupils who qualified for form I that year. 
fear,I was walking through a thick forest and there was a big snake at a distance of about four metres. 
guilt,"I had a date with a boy, but I didn't feel liked, and didn't go, I wasn't home purposely at the time we arranged. "
anger,A classmate told me I must have bribed the class leader to let me go to your English lecture. 
shame,"During a family reunion, they started talking about me wearing an ear-ring. "
joy,When I finished the work that I had planned to do - my homework. 
guilt,When I feigned sick leave from work. 
sadness,"When I was in Bombay one of my good friends was getting married and he had not informed me about it, this made me sad. "
anger,That was what I felt with a teacher who put down quite unreal marks. 
shame,When I told a lie to a friend of my sister on April fool's day. She later came to see me and told me that it was a very foolish thing to do. 
guilt,"I was coming back home with my mother when the purse I was carrying got stolen. It was done so swifty that I did not realize what had happened till much later. A lot of money and the keys of the house were lost. I was guilt ridden at my carelessness. I felt terrible as I do not normally loose things and this was quite important, especially the keys. "
anger,I reached the bus stop and realized that I had forgotten my bus pass. 
anger,"At my Summer job, nobody looked after me in particular and I had to learn all on my own. "
guilt,After masturbation. 
joy,When I had passed MCE examinations. 
fear,"We were camping in the mountains, and a friend and I went for a walk. It was getting darker and darker and we were not sure of the right way back. "
shame,China not doing well in the Asian Olympic games. 
fear,"Fear is an emotion that I experience very often. Naturally this is during exams and subsequently while waiting for the results. However there is one occassion when I was paralyzed with fear. This was when I was doing my M. A. -I, and we had a series of student lectures. I was one of the participants and my lecture happened to be the opening lecture. I had been confident all morning, about twenty minutes before the lecture, my confidence started failing me. I felt my heart go cold, my lips go dry and I was really paralyzed. This incident of fear is still fresh. "
anger,"When I found out my cousin had been killed. I was angry at the world, and her murderer who was her ex-boyfriend. It was the worst and most hateful day of my life. "
shame,This morning I spent a lot of time on my toilet and missed the train to the university. My mother told me that I spent more time than a woman on my toilet. I felt a mixed emotion of shame and anger. 
joy,"At a choral concert I appeared as a solist. The concert was very good, I forgot all the hard work that had been done before. There remained only an undescribable joy and a feeling of warmth, security etc. "
disgust,"When someone whom I trusted, disappointed me terribly. "
shame,I felt ashamed of myself the first time I drank as nobody in the family drinks. I felt that I had let down my parents and my friends. 
joy,"A close relative of mine underwent a difficult operation, and everything turned out fine. "
anger,My grandmother's brother had taken active part in the resistance movement. He had been in prison many times and there he lost his health. He became an invalid. When we phoned to First Aid the nurse on duty behaved quite unkindly when she understood how old he was (). 
sadness,A few months a close relative of mine died. I had never expected this to happen and was sad for a few months. 
fear,I was given a wristwatch by my first girl and after two days another girl of mine also gave me a wristwatch. 
anger,My mother read a letter that a friend of mine had written to me telling me how she had got drunk the last time. 
fear,"When I have to leave the baby in the carriage and go shopping, I fear that something will happen to the baby. "
sadness,When my elder brother died. 
joy,"This happened when I went to check my first year results, I had thought that I would fail and I found that I had a clear pass in all my courses. "
guilt,"After being told that an ex-boyfriend had been hurt by my wearing something he had given me when I was with another guy. I was unaware of my actions really, as I had not considered the fact that he had given it to me, and might see me. I still respected his opinions of me. "
guilt,While quarreling with my brother I broke the glass door of the cupboard and a china doll. We were scolded by my father for breaking the door but we did not tell him about the door. 
sadness,When I noticed obvious marks of old age (in a negative sense) on a close relative of mine. 
joy,"[ During inter-rail-trip, after troubles, I met my little sister. ] "
guilt,"When I was starting in romance with my husband, we went out to curt, and we stayed in the car ""making love"". At the time I was seventeen and I was very immature until a day I lost my virginity. "
guilt,I forgot to lock the outside door at my Land Lady's place. 
sadness,"A friend of mine was hospitalized after having been diagnosed as having typhoid, he had to forgo his exams and also his ambition of doing a dissertation at the M. A level. It was a very sad event for me and I felt very sorry for him so I volunteered to stay with him in the hospital. "
anger,"I am a school teacher. One of the classes does not obey me at all, keeps on talking, does no work. One afternoon, everything went wrong, and I got exceedingly angry. "
shame,"When I stole a book in class and the teacher caught me, the rest of the class laughed at my attempt. "
joy,Good dinner on the National Day. 
disgust,"I was travelling, we were person, one of them I met at the travel and didn't like her. One night I was asleep while she and her friends were talking too loud in the kitchen. I got up to ask for silence and since that day I felt constant disgust for her. "
sadness,"When I lost my father on the th of September,. He died of a sore on the leg. "
shame,"I am ashamed of the way my father behaves with my mother and sister, and with me too. "
anger,When I failed an exam unfairly. 
anger,Going to Cowell Hospital and finding out tediously that I had a stress fracture. The anger came when the senile doctors found out weeks later that I had stress fractures in one foot and should have had crutches. I was in distinct pain and barely could walk to classes. They said it would be better in weeks. 
guilt,When I hurt a person's feelings. 
shame,I slipped on butter one evening in the Dining Commons landed on my rear causing my tray also to land on the floor. 
fear,Someone knocked on the door when I was alone at home (though there was a door bell). I looked through the peep hole but it had been covered. I called my sister but she could not help me as she was hundreds of kilometres away. 
sadness,The day I woke up to find that a kitten I had wanted to keep had been eaten by the neighbour's dogs. It had been locked out by my wife who claimed that it had dirtied the sheets. 
fear,"I and my cousin went to a filmshow at night. We went without making it known to my mother. While we were there at interval, I came across my mother just close to where we sat. "
disgust,"[ I would classify subjectively, a certain gesture or the way of talking of a person as disgusting or inacceptable. ] "
disgust,"My notes were not returned to me, it kept on being procrastinated. "
shame,"When somebody I knew greeted me and started to talk with me and I didn't know, I couldn't remember who he was. "
disgust,Saw my roommate messing up our room. 
fear,Few days ago I really experienced fear. It was connected with unexpected actions on the part of a group of people. This evoked in me many negative emotions. 
shame,"When as an year old, I wet myself in school. "
shame,One day I was supposed to go to a movie with my boyfriend. In the morning I went to see my Auntie and I didn't come back up to evening. 
anger,Someone told me that I was chosen for English lectures because the class leader is going out with me (not true). 
anger,I reachad home to find that my baby had not been bathed and fed. 
fear,"One night, walking along a park, I began to think that some roughnecks would appear suddenly with knives and things like that. "
joy,When I found our my mother didn't have cancer. 
anger,"I experienced this when one of my friends reported to the Headmaster that I had gone out for beer, whilst the information was not true at all. So I had to fight the friend before the Headmaster. "
sadness,"Recently, my sister-in-law's horse was poisoned by a plant and died. The horse was very obedient and exceptional with children. "
sadness,When we were on holidays my girl-friend had to leave me after weeks and I had to stay in Turkey for some more weeks because I had a job there. 
joy,A friend came to tell me that her father invited me to go on holiday with them in Benidorm otherwise I could not afford to go on holiday. 
disgust,When I saw a girl in my economics discussion section smiling and asking stupid questions to the TA. just to get attention. She was obviously ass-kissing. It happens in every Econ. discussion held weekly. 
guilt,I borrowed my friend's radio cassette and the plug cracked and some pieces broke off when the plug dropped off my hands. 
disgust,When a man spoke very sexistly in the company of some friends of mine. 
anger,I felt anger against a colleague of mine during a rehearsal in acting. He hadn't learnt the text of an opera act in the course of several months and thus making difficulties for the rest of my colleagues. 
shame,"When I sat in the wrong discussion section in the beginning of the semester. I insisted on being in the right section and the TA's list should have included my name. When I found out that I was in the wrong, I apologized, turned red and left. "
joy,I was very happy when I found out that I had passed with flying colours and that I had made it to the university. 
joy,"I went to buy a bicycle with my father. When I wanted to pay, my father took his purse and payed. "
fear,When I was in a little fishing boat and we ran into hard weather in the open sea. 
disgust,"When people are eating unsavoury (smacking, belching, speaking with food in their mouth, etc. ). "
sadness,A colleague's year old daughter is seriously ill with cancer and has only a year to live. I heard about it weeks ago. 
fear,At night when I was coming from Lingadzi Inn I heard a hyena crying in the Lingadzi jungle. I was alone. 
disgust,"After a pleasant evening with friends in my flat, one of them did not want to leave, because he wanted to sleep with me. He said that he had fallen in love with me, that he felt alone and so on. "
shame,Once I had dinner at an elegant restaurant and I did not have enough money to pay the bill. There were a lot of people there and I felt quite awkward. 
sadness,When I left my boyfriend. I found another girl at his home but he did nothing to relieve the situation. 
fear,"I was walking home one night (after getting a bus to my town) when I was confronted by a group of males (about ), they would not let me pass - they made comments etc. - I crossed the road and hurried home. "
sadness,When I left my part-time job. 
shame,"When I gave water to the plants of a friend. Then one plant fell over, and a little statue broke. I, of course, had to tell him everything. "
anger,"When a so-called friend let me down, when she promised to tell me when a certain concert was occurring, and that she'd get me tickets. I was really looking forward to it. She did nothing, just told me out of the blue one day what a fantastic concert it was going to be. "
anger,Argument with roommate over a lock he had put on kitchen cupboard without telling anyone. 
shame,"Sitting on the bus seats supposed for disabled people, children and old people (by mistake) "
joy,When I knew about my first job. 
sadness,"When my boyfriend was changing his behavior there was something wrong, I felt sad, because it's desagreable when a relationship is ending. "
guilt,I pointed a failure of a friend of mine. 
sadness,I heard of the death of a closefriend of mine. I had gone camping with him shortly before his death and the whole thing seemed very sudden to me. 
joy,Emotional reassurances by spouse. 
anger,This situation keeps occurring - when my little sister disagrees with me or vice-versa. We have very similar temperaments and I always end up feeling angry at her and myself for fighting so much over unimportant trivial matters. 
anger,We were just about to go into the Exam room and I didn't see all my writing materials plus the identification card from the place where I left them. 
joy,"When I finally managed to get a specific sound from my guitar, after baving tried for a long time. "
disgust,A person that eat half of a cockroach in a cake without knowing it. 
joy,"When I met my boyfriend and we discovered that we shared the same ideals and goals in life, and that we could share all our feelings and thoughts and felt that the world's not so bad when you have someone really close to share your life with. "
anger,My class leader told me I am not chosen for your English lectures. 
sadness,When I noticed that I do many things to the pregiudice of myself. 
disgust,"This happened when I could not get into the school I had initially wanted, and ended up doing something I had never thought I would do. "
disgust,A brother from one of the Christian fellowship often phoned me and talked to me for half an hour or more. However there was nothing important in the conversation and I found the person very disgusting. 
shame,"I tried after months to begin talking to my boyfriend again. He ignored me. I felt I had lowered my pride and became his ""doormat"". "
guilt,Not noticing my roommates quietness or a sign of discomfort. 
joy,When my son was born. 
disgust,"Outside a night club, a grown man was sitting on top of a younger woman, beating her up. "
sadness,All my friends arranged to go for an afternoon snack and they did not tell me. They told me that they did not have my phone number but I do not think that this was true. 
shame,I feel ashamed when I act dishonestly toward somebody. 
shame,"I am left-handed. When I attended the first form, we learned to write with pens. I smeared everything I had written. All my friends had written well and wanted to know why the teacher was looking at my note-book. I was ashamed. "
guilt,When I was in the puberty I smashed the favourite toy of my little brother because of a fit of rage. 
sadness,Recently I felt very sad without any reason. It lasted for a few days. There was nothing I liked in that period. 
fear,I was river rafting in Nev. and our boat tipped over and I was sucked under in to some rocks and got stuck and all I could think was that I was going to die. And it was so quiet under the water it seemed like no one would care or remember. 
fear,Once I had to go home on foot at a. m. I had to pass through a forest and I was going alone. 
fear,That I would do bad in a class and not get into Bus school. 
anger,In a course I thought that I deserved good marks but I only got ordinary marks with no justification as to why I was given these marks. 
anger,"I had been having a heated argument with a lover - whose intention was that we should marry in the near future - and was rejected by her when I started to cry. When I stopped crying for a moment she said ""There, have you got it all out now ? "". "
shame,"On a road trip with a group of sorority and fraternity people, I became intoxicated and basically raped. I don't remember the actual event, but I know the feeling that I experienced later. "
fear,A few weeks back my daughter had very high fever and I was scared that it might lead to brain damage or convulsions. 
sadness,I did not do as well as I expected on a chemistry exam. I received a score below the average and I thought I had done very well. 
shame,I lost my temper at my mother while she was teaching me. I felt ashamed and sorry at having hurt my loving mother. 
shame,"If I don't go to lectures, I often feel ashamed. "
guilt,"That evening when I opened the songbook while I was singing the song ""Those were the days"" that guilt feeling became stronger. The lyrics described well - I was really wrong. The wish that I had made was really bad. If she were with me I would really be happy and we would play happily together like the days in secondary school and she would not be disappointed and gloomy because of me. "
fear,"When I was a child, I fell into a cellar (when playing) and could be freed only with big difficulties. "
guilt,When I cancelled an appointment with an idle story. Afterwards it appeared that the person had looked forward to it and reserved time for it. 
sadness,"After blowing up and saying all the wrong things, I realized what I had done and hurt that person and myself. "
joy,When I passed the th standard board exams. 
fear,"I was almost caught in the girls hostel by the security men, I would have been expelled from school had I been caught. "
disgust,"I felt disgust about all my friends. After having done a great effort to organize an evening together, and didn't work out, they put the blame on me. After this, I feel disgust towards those that blame me. "
shame,During the English lesson we were required to do a play. A few days after doing it the teacher asked us to do it again at a meeting and I forgot my part. 
guilt,When I shirked the gymnastic lesson I met the director of our school who asked me what I was doing. 
shame,When my friend let my personal matters be publicaly known. 
guilt,When someone is accused or punished instead of me. 
joy,"When I went for a picnic in Lonavala, I felt full of joy. "
disgust,When my girlfriend told me that she was no longer interested in me. 
fear,I felt afraid of losing somebody I love to another person because I was an incomprehensive person and lots of time I fight with this person. 
disgust,"A drunk man attacked his wife and wanted to humiliate her by insulting her. Then he turned violent and started to beat her in front of her child. She left it happen without saying a word in order not to make things worse. I watched the scene and tried to calm the man, but without success. Just because he was stronger we had to comply. From that day I detested him. "
shame,"A girl in our class was nicknamed ""fatsy"". Later, I heard that she suffered from diabetes mellitus. "
sadness,When I heard the news that my grandfather had died. 
fear,The day the results of the certificate exam came out. I went to school and at first I did not feel frightened. By the time I reached the fourth floor ( the results were being given on the fifth floor) I found it difficult to walk and felt that I would die. 
joy,I liked to see off my aunt (from Zaire) to the airport. That appeared to be impossible because I had to go to school. For long time I wasn't sure if I could accompany her. Two days before the departure they told me I was allowed to miss school. 
disgust,One of my very good friends came to me for advice as her boyfriend had been hitting her and beating her quite harmfully. 
shame,I saw a skid-row (chronical) alcoholic and I was ashamed of the people with a high standard of living. 
fear,"When I woke up in the middle of the night because of a dream, it wasn't a nightmare, it was an uninteligible dream in wich I woke because of a certain end. "
shame,"I had written a ""love-letter"" to a class-mate of mine, this was meant to be a joke. Unfortunately it fell in the wrong hands and I had to face the consequences. "
sadness,My friend was badly hurt. 
